address,awarding_agency,awarding_agency_link,awarding_agency_ministry,awarding_ministry,company_email,contract_award_price,contract_awarded_to,contract_id,contract_signed_on,contract_title,currency,data_source,estimated_contract_completion_date,tender_description,tender_lot_Numbers,tender_package_no,tender_type
"P. O. Box KD 798, 
Kanda, Accra",National Pensions Regulatory Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=374,National Pensions Regulatory Authority /Ministry of Finance,Ministry of Finance,,39230,IT Market Limited,3892,2016-07-21,Assorted Office Consumables (Toners),New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3892,2016-08-12,Assorted Office Consumables (Toners),1,GR/NPRA/GD/0022/2016,NCT
"P.O.BOX CT 2764
CANTONMENTS, ACCRA",Volta River Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=402,Volta River Authority/,,,2721706,WASS GHANA LIMITED,3902,2016-05-31,PROPOSED EYE CLINIC AT AKOSOMBO IN THE EASTERN REGION,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3902,2017-07-04,CONSTRUCTION OF ONE (1)- STOREY CLINIC COMPLEX WITH A TOTAL FLOOR AREA OF APPROXIMATELY 653 SQUARE METRES COMPLETE WITH ASSOCIATED ANCILLARY WORKS.ESTIMATED PERIOD OF COMPLETION OF THE PROJECT IS TWELVE  (12) MONTHS,,VRA/EC/01,NCT
"P.O.BOX AN 19941, 
Accra-North, Ghana",Yamfo Anglican Commecial School,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1310,Yamfo Anglican Commecial School/,,,2340375,STELIN AUTOMATIVE AND TRADING COMPANY,3923,2016-08-04,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3923,2016-10-04,,1,,
PM,Council for Scientific and Industrial Research,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=294,,,,11691.54,INQABA BIOTECH,3938,2016-07-25,,USA Dollar,https://www.ppaghana.org/contractdetail.asp?Con_ID=3938,2016-10-31,,1,,
"PMB/78, NO-12
CANTONMENT-ACCRA",Tamale Teaching Hospital,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1354,Tamale Teaching Hospital /Ministry of Health,Ministry of Health,,49920,ROXIN GHANA LTD,3950,2015-03-15,PROCUREMENT OF DRUGS,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3950,2015-04-15,"ANALGESIC,ANT-ANXIETY,ANTI-BIOTICS,ANTI-CANCER,ANTI-HYPERTENSIVE,STEROID,IV FLUIDS AND OTHERS.",01A,NR/TTH/NCT/D/15/01A,NCT
"BOX 1681
ACCRA",Tamale Teaching Hospital,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1354,Tamale Teaching Hospital /Ministry of Health,Ministry of Health,,11800,M & G PHARMACEUTICALS,3951,2015-03-15,PROCUREMENT OF DRUGS,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3951,2015-04-15,"ANALGESIC,ANT-ANXIETY,ANTI-BIOTICS,ANTI-CANCER,ANTI-HYPERTENSIVE,STEROID,IV FLUIDS AND OTHERS.",01A,NR/TTH/NCT/D/15/01A,NCT
BOX AT 579,Tamale Teaching Hospital,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1354,Tamale Teaching Hospital /Ministry of Health,Ministry of Health,,7840,PHARMANOVA LTD,3952,2015-03-15,PROCUREMENT OF DRUGS,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3952,2015-04-15,"ANALGESIC,ANT-ANXIETY,ANTI-BIOTICS,ANTI-CANCER,ANTI-HYPERTENSIVE,STEROID,IV FLUIDS AND OTHERS.",01A,NR/TTH/NCT/D/15/01A,NCT
"BOX OS 591
OSU-ACCRA",Tamale Teaching Hospital,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1354,Tamale Teaching Hospital /Ministry of Health,Ministry of Health,,99555,UNICOM CHEMISTS LTD,3953,2015-03-15,PROCUREMENT OF NON-DRUGS CONSUMABLES,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3953,2015-04-15,"EXAMINATION GLOVES,SURGICAL GLOVES,LABORATORY REAGENTS,STATIONERY ITEMS,FOODSTUFFS,ETC",01A,NR/TTH/NCT/ND/15/02A,NCT
"BOX TL 2314
TAMALE",Tamale Teaching Hospital,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1354,Tamale Teaching Hospital /Ministry of Health,Ministry of Health,,40384.6,KINAPHARMA LTD,3954,2015-03-15,PROCUREMENT OF DRUGS,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3954,2015-04-15,"ANALGESIC,ANT-ANXIETY,ANTI-BIOTICS,ANTI-CANCER,ANTI-HYPERTENSIVE,STEROID,IV FLUIDS AND OTHERS.",01A,NR/TTH/NCT/D/15/01A,NCT
"BOX 3345
ACCRA",Tamale Teaching Hospital,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1354,Tamale Teaching Hospital /Ministry of Health,Ministry of Health,,87200,ERNEST CHEMISTS LTD,3955,2016-03-11,PROCUREMENT OF DRUGS,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3955,2016-04-11,"ANALGESIC, ANTI-ANXIETY, ANTI-BIOTICS, ANTI-CANCER, ANTI-HYPERTENSIVE, STEROIDS, IV FLUIDS, AND OTHERS",01A,NR/TTH/NCT/D/16/01A,NCT
"BOX 3345
ACCRA",Tamale Teaching Hospital,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1354,Tamale Teaching Hospital /Ministry of Health,Ministry of Health,,93785,ERNEST CHEMISTS LTD,3956,2016-03-11,PROCUREMENT OF DRUGS,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3956,2016-04-11,"ANALGESIC, ANTI-ANXIETY, ANTI-BIOTICS, ANTI-CANCER, ANTI-HYPERTENSIVE, STEROIDS, IV FLUIDS, AND OTHERS",01A,NR/TTH/NCT/D/16/01A,NCT
"BOX OS 591
OSU ACCRA",Tamale Teaching Hospital,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1354,Tamale Teaching Hospital /Ministry of Health,Ministry of Health,,70925,UNICOM CHEMISTS LTD,3957,2016-03-11,PROCUREMENT OF DRUGS,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3957,2016-04-11,"ANALGESIC, ANTI-ANXIETY, ANTI-BIOTICS, ANTI-CANCER, ANTI-HYPERTENSIVE, STEROIDS, IV FLUIDS, AND OTHERS",01A,NR/TTH/NCT/D/16/01A,NCT
"BOX CE 12118
TEMA",Tamale Teaching Hospital,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1354,Tamale Teaching Hospital /Ministry of Health,Ministry of Health,,21650,SANBAO GH. LTD,3958,2016-03-11,PROCUREMENT OF DRUGS,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3958,2016-04-11,"ANALGESIC, ANTI-ANXIETY, ANTI-BIOTICS, ANTI-CANCER, ANTI-HYPERTENSIVE, STEROIDS, IV FLUIDS, AND OTHERS",01A,NR/TTH/NCT/D/16/01A,NCT
"BOX KF 63
KOFORIDUA",Tamale Teaching Hospital,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1354,Tamale Teaching Hospital /Ministry of Health,Ministry of Health,,62250,INTRAVENOUS INFUSIONS LTD,3959,2016-03-11,PROCUREMENT OF DRUGS,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3959,2016-04-11,"ANALGESIC, ANTI-ANXIETY, ANTI-BIOTICS, ANTI-CANCER, ANTI-HYPERTENSIVE, STEROIDS, IV FLUIDS, AND OTHERS",01A,NR/TTH/NCT/D/16/01A,NCT
"BOX CT
CANTONMENT ACCRA",Tamale Teaching Hospital,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1354,Tamale Teaching Hospital /Ministry of Health,Ministry of Health,,95200,SUPRA PHARMA LTD,3960,2016-03-11,PROCUREMENT OF DRUGS,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3960,2016-04-11,"ANALGESIC, ANTI-ANXIETY, ANTI-BIOTICS, ANTI-CANCER, ANTI-HYPERTENSIVE, STEROIDS, IV FLUIDS, AND OTHERS",01A,NR/TTH/NCT/D/16/01A,NCT
"P. O. Box 351
Wa
UWR",Sissala West District Assembly,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=635,Sissala West District Assembly /Ministry of Local Government and Rural Development,Ministry of Local Government and Rural Development,,13698,Vieekele Enterprise Co. Ltd.,4061,2016-02-24,Construction of Bore Hole,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=4061,2016-07-07,Construction of 1No. Bore Hole at Nyentie,6,SWDA/DDF/2015/06,NCT
"P. O. Box 16
Tumu",Sissala West District Assembly,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=635,Sissala West District Assembly /Ministry of Local Government and Rural Development,Ministry of Local Government and Rural Development,,111847.64,Kanda Naa Enterprise,4065,2016-02-24,Construction of Classroom KG Block,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=4065,2016-09-07,Construction of 1No. 2-Classroom KG Block and 4-Seater KVIP Toilet 2-Unit Urinal at Sibelle,8,SWDA/DACF/2015/4,NCT
"Airport Bypass Road, P.O. Box GP 70 Accra",Ministry of Lands and Natural Resources,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=425,Ministry of Lands and Natural Resources/Ministry of Lands and Natural Resources,Ministry of Lands and Natural Resources,,1086650,CFAO Ghana Limited,4070,2016-08-08,"Supply and Delivery of Lot 1: 10 No. Motorcycles (Jungle Type, 125cc) and Lot 2: 40 No. Motorcycles (Jungle Type – 200cc)",New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=4070,2016-11-15,,2,MLNR/ENFAL/NCB/GDS/03/2016,NCT
"P. O. Box GP 15084
Teshie-Nungua
Accra",Ministry of Finance,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=420,Ministry of Finance/,,,192166.73,Alban Logistics Limited,4071,2016-08-18,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=4071,2016-09-15,,"1,2 &3",,
"P. O. Box 347
Teshie - Nungua 
Accra",Ministry of Finance,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=420,Ministry of Finance/,,,105996.75,Ostienfield Enterprise,4072,2016-07-08,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=4072,2016-08-23,,"1,2 & 3",,
"P. O. Box A363 
LA, Accra",Ministry of Finance,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=420,Ministry of Finance/,,,137063.75,Raisba Limited,4074,2016-07-08,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=4074,2016-08-23,,"1, 2, 3 & 4",,
"Dr. Pat Yuori
P.O.Box CE 11802, Tema, Accra

Dr. Ernest Kenu
P.O.Box 15683, Accra- North",Ghana Aids Commission,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=678,Ghana Aids Commission/,,,6540000,Dr. Pat Yuori and Dr. Ernest Kenu,4075,2016-02-01,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=4075,2016-03-01,,1,,
Sanbao (GH) Pharmaceuticals Ltd,Ghana Health Service,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=321,Ghana Health Service /Ministry of Health,Ministry of Health,,106500,Sanbao (GH) Pharmaceuticals Ltd,4084,2016-06-23,PROCUREMENT OF ESSENTIAL MEDICINES,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=4084,2016-07-30,VARIOUS,"72,74,75,206",BA/RHDBA/GD/0001/2016,NCT
,Ghana Health Service,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=321,Ghana Health Service /Ministry of Health,Ministry of Health,,205500,CSPC MEDSOLUTION (GH) LTD,4085,2016-06-23,PROCUREMENT OF ESSENTIAL MEDICINES,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=4085,2016-07-30,VARIOUS,"21,29",BA/RHDBA/GD/0001/2016,NCT
,Ghana Health Service,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=321,Ghana Health Service /Ministry of Health,Ministry of Health,,546140,GR Industries Ltd,4088,2016-06-23,PROCUREMENT OF ESSENTIAL MEDICINES,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=4088,2016-07-30,VARIOUS,"6,7,42,43,61,97,147,164",BA/RHDBA/GD/0001/2016,NCT
,Ghana Health Service,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=321,Ghana Health Service /Ministry of Health,Ministry of Health,,24376,Socomex Pharmacy Ltd,4090,2016-06-23,PROCUREMENT OF ESSENTIAL MEDICINES,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=4090,2016-07-30,VARIOUS,156,BA/RHDBA/GD/0001/2016,NCT
Amponsah-Efah Pharmaceuticals Ltd,Ghana Health Service,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=321,Ghana Health Service /Ministry of Health,Ministry of Health,,92700,Amponsah-Efah Pharmaceuticals Ltd,4092,2016-06-23,PROCUREMENT OF ESSENTIAL MEDICINES,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=4092,2016-07-30,VARIOUS,52170183188,BA/RHDBA/GD/0001/2016,NCT
,Ghana Health Service,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=321,Ghana Health Service /Ministry of Health,Ministry of Health,,6000,AlivePharmacy Ltd,4093,2016-06-23,PROCUREMENT OF ESSENTIAL MEDICINES,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=4093,2016-07-30,VARIOUS,81105,BA/RHDBA/GD/0001/2016,NCT
,Ghana Health Service,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=321,Ghana Health Service /Ministry of Health,Ministry of Health,,391184.4,Kinapharma Ltd,4094,2016-06-23,PROCUREMENT OF ESSENTIAL MEDICINES,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=4094,2016-07-30,VARIOUS,"8,55,65,76,77,87,93,96,140,144",BA/RHDBA/GD/0001/2016,NCT
,Ghana Health Service,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=321,Ghana Health Service /Ministry of Health,Ministry of Health,,673698,Pharmanova Ltd,4097,2016-06-23,PROCUREMENT OF ESSENTIAL MEDICINES,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=4097,2016-07-30,VARIOUS,"44,56,57,156,26,27,45,46,84,85,101",BA/RHDBA/GD/0001/2016,NCT
,Ghana Health Service,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=321,Ghana Health Service /Ministry of Health,Ministry of Health,,0,,4098,,PROCUREMENT OF ESSENTIAL MEDICINES,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=4098,,VARIOUS,,BA/RHDBA/GD/0001/2016,NCT
"P. O. BOX 1935
MACQUARINE CENTRE POST SHOP.
NSW, 2113,
SYDNEY AUSTRALIA.",Council for Scientific and Industrial Research,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=294,Council for Scientific and Industrial Research /,,,712642,MACRO DATA ENTERPRISE,4100,2016-09-05,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=4100,2018-08-31,,1,,
"5 Osabu Street
Abelemkpe
Accra",Office of the Regional Health DirectorateNorthern Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=697,Office of the Regional Health DirectorateNorthern Region /Ministry of Health,Ministry of Health,,68280,Herona Company Limited,4104,2016-06-15,Non-Medicine Consumables,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=4104,2017-05-30,Supply of Non-Medicine Consumables - Various,Various,GHS/NR/RHD/NCT/2016/B.1.1/01,NCT
"P.O BOX X618, KUMASI,GHANA",Office of the Regional Health DirectorateNorthern Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=697,Office of the Regional Health DirectorateNorthern Region /Ministry of Health,Ministry of Health,,148350,STAK-FAM COMPANY LIMITED,4105,2016-06-15,Non-Medicine Consumables,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=4105,2017-05-30,Supply of Non-Medicine Consumables - Various,VARIOUS,GHS/NR/RHD/NCT/2016/B.1.1/01,NCT
"P.O BOX GP 14516,ACCRA,GHANA",Office of the Regional Health DirectorateNorthern Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=697,Office of the Regional Health DirectorateNorthern Region /Ministry of Health,Ministry of Health,,71704,FRANDAK AGENCY,4106,2016-06-15,Non-Medicine Consumables,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=4106,2017-05-30,Supply of Non-Medicine Consumables - Various,VARIOUS,GHS/NR/RHD/NCT/2016/B.1.1/01,NCT
"P.O BOX GP 4049,ACCRA,GHANA",Office of the Regional Health DirectorateNorthern Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=697,Office of the Regional Health DirectorateNorthern Region /Ministry of Health,Ministry of Health,,362840,LIFE SCIENCE PHARMA LIMITED,4107,2016-06-15,Non-Medicine Consumables,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=4107,2017-05-30,Supply of Non-Medicine Consumables - Various,VARIOUS,GHS/NR/RHD/NCT/2016/B.1.1/01,NCT
"P.O BOX TL2630, TAMALE GHANA",Office of the Regional Health DirectorateNorthern Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=697,Office of the Regional Health DirectorateNorthern Region /Ministry of Health,Ministry of Health,,205200,SK&A LIMITED,4108,2016-06-15,Non-Medicine Consumables,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=4108,2017-05-30,Supply of Non-Medicine Consumables - Various,VARIOUS,GHS/NR/RHD/NCT/2016/B.1.1/01,NCT
"P.O BOX GP 13808,ACCRA, GHANA",Office of the Regional Health DirectorateNorthern Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=697,Office of the Regional Health DirectorateNorthern Region /Ministry of Health,Ministry of Health,,419949,TOBINCO PHARMACEAUTICALS LIMITED,4109,2016-06-15,Essential Medicines,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=4109,2017-05-30,Supply of Essential Medicines - Various,VARIOUS,GHS/NR/RHD/NCT/2016/B.2.2/01,NCT
"P.O BOX 73, TESHIE, ACCRA,GHANA",Office of the Regional Health DirectorateNorthern Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=697,Office of the Regional Health DirectorateNorthern Region /Ministry of Health,Ministry of Health,,1419800,DANADAMS PHARMACEAUTICALS LIMITED,4110,2016-06-15,Essential Medicines,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=4110,2017-05-30,Supply of Essential Medicines - Various,VARIOUS,GHS/NR/RHD/NCT/2016/B.2.2/01,NCT
"Plot No. 9
Martey Tsuru 
Accra East Region
Accra",Ministry of Local Government and Rural Development,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=426,Ministry of Local Government and Rural Development /Ministry of Local Government and Rural Development,Ministry of Local Government and Rural Development,,4693128.11,China Shanxi Sijian Group Co. Limited,4111,2016-07-05,Construction Of Double Cell Reinforced Box Culvert,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=4111,2016-08-16,"The Government of Ghana has received financing from the World Bank toward the cost of the Greater Accra Metropolitan Area Sanitation and Water Project (GAMA SWP), and intends to apply part of the proceeds toward payments under the contract to undertake immediate intervention to alleviate the situation in flood prone areas where storm water poses a severe risk for environmental sanitation management within GAMA.The Ministry of Local Government acting through the Project Coordinating Unit (PCU) now invites sealed bids from eligible bidders for the under listed Emergency Priority Drainage Intervention to Alleviate Flood Risk in GAMA prior to onset of the rainy season:Construction Of Double Cell Reinforced Box Culvert (150mx4.0mx2.5m), Open Reinforced Concrete Drain, Size: (70m X 11.4m X 2.5m) Including Excavation (230m.X13m X 2.5m) at Baale/Mallam Junction Drain",1,MLGRD/GSWP/WK/011,NCT
"P. O. Box 17911
Accra",Ministry of Local Government and Rural Development,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=426,Ministry of Local Government and Rural Development /Ministry of Local Government and Rural Development,Ministry of Local Government and Rural Development,,7849610.4,Vuluxx Company Limited,4112,2016-07-05,Construction Of Double Cell Reinforced Box Culvert at Kaneshie,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=4112,2016-08-16,"The Government of Ghana has received financing from the World Bank toward the cost of the Greater Accra Metropolitan Area Sanitation and Water Project (GAMA SWP), and intends to apply part of the proceeds toward payments under the contract to undertake immediate intervention to alleviate the situation in flood prone areas where storm water poses a severe risk for environmental sanitation management within GAMA.The Ministry of Local Government acting through the Project Coordinating Unit (PCU) now invites sealed bids from eligible bidders for the under listed Emergency Priority Drainage Intervention to Alleviate Flood Risk in GAMA prior to onset of the rainy season:Construction Of Double Cell Reinforced Box Culvert (540m x 2.0m x 2.5m); Open reinforced concrete drain (60m x 4.0m x 1.5m) at North Odorkor/Kaneshie 1st Light drain",2,MLGRD/GSWP/WK/010,NCT
"P.O BOX DK 431 DARKUMAN,ACCRA GHANA",Office of the Regional Health DirectorateNorthern Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=697,Office of the Regional Health DirectorateNorthern Region /Ministry of Health,Ministry of Health,,155800,ESKAY THERAPEUTICS LIMITED,4113,2016-06-15,Essential Medicines,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=4113,2017-05-30,Supply of Essential Medicines - Various,VARIOUS,GHS/NR/RHD/NCT/2016/B.2.2/01,NCT
"P.O BOX AT 579,ACHIMOTA MARKET ACCRA,GHANA",Office of the Regional Health DirectorateNorthern Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=697,Office of the Regional Health DirectorateNorthern Region /Ministry of Health,Ministry of Health,,2390147,PHARMANOVA LIMITED,4114,2016-06-15,Essential Medicines,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=4114,2017-05-30,Supply of Essential Medicines - Various,VARIOUS,GHS/NR/RHD/NCT/2016/B.2.2/01,NCT
"P.O. BOX 1681 ACCRA, GHANA",Office of the Regional Health DirectorateNorthern Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=697,Office of the Regional Health DirectorateNorthern Region /Ministry of Health,Ministry of Health,,2198256,M&G PHARMACEUTIALS LIMITED,4115,2016-06-15,Essential Medicines,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=4115,2017-05-30,Supply of Essential Medicines - Various,VARIOUS,GHS/NR/RHD/NCT/2016/B.2.2/01,NCT
"P.O BOX 241,TRADE FAIR,ACCRA, GHANA",Office of the Regional Health DirectorateNorthern Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=697,Office of the Regional Health DirectorateNorthern Region /Ministry of Health,Ministry of Health,,687720,KINAPHARMA LIMITED,4116,2016-06-15,Essential Medicines,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=4116,2017-05-30,Supply of Essential Medicines - Various,VARIOUS,GHS/NR/RHD/NCT/2016/B.2.2/01,NCT
